,Year,State,STATE_NAME,REGION_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT,ht_happ
986,2015,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
987,2015,OK,Oklahoma,South,Commercial Sex Acts,1,0,1,0,1
988,2015,OK,Oklahoma,South,Commercial Sex Acts,3,0,3,0,1
989,2015,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
990,2015,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
991,2015,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
992,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
993,2015,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
994,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
995,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
996,2015,TX,Texas,South,Commercial Sex Acts,2,0,1,0,1
997,2015,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
998,2015,TX,Texas,South,Involuntary Servitude,2,0,0,0,1
999,2015,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1000,2015,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
1001,2015,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1002,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1003,2015,TX,Texas,South,Involuntary Servitude,4,0,0,0,1
1004,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1005,2015,TX,Texas,South,Involuntary Servitude,2,0,2,0,1
1006,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1007,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1008,2019,OK,Oklahoma,South,Commercial Sex Acts,1,0,0,0,1
1009,2019,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
1010,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,1,0,1
1011,2019,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,0,0,1
1012,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1013,2019,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1014,2019,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
1015,2019,AZ,Arizona,West,Involuntary Servitude,1,0,1,0,1
1016,2018,DE,Delaware,South,Commercial Sex Acts,1,0,1,0,1
1017,2020,MO,Missouri,Midwest,Commercial Sex Acts,4,0,4,0,1
1018,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1019,2018,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
1020,2019,OH,Ohio,Midwest,Commercial Sex Acts,1,0,0,0,1
1021,2017,WI,Wisconsin,Midwest,Commercial Sex Acts,3,0,3,0,1
1022,2017,WI,Wisconsin,Midwest,Involuntary Servitude,1,0,1,0,1
1023,2019,OK,Oklahoma,South,Commercial Sex Acts,2,0,2,0,1
1024,2019,OK,Oklahoma,South,Commercial Sex Acts,2,0,0,0,1
1025,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1026,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1027,2019,MO,Missouri,Midwest,Involuntary Servitude,1,0,1,0,1
1028,2019,MO,Missouri,Midwest,Commercial Sex Acts,5,0,5,0,1
1029,2019,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1030,2019,SC,South Carolina,South,Involuntary Servitude,1,0,0,0,1
1031,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1032,2019,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1033,2019,NV,Nevada,West,Commercial Sex Acts,14,0,4,0,1
1034,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1035,2019,NC,North Carolina,South,Involuntary Servitude,1,0,0,0,1
1036,2019,NC,North Carolina,South,Commercial Sex Acts,2,0,0,0,1
1037,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1038,2020,NC,North Carolina,South,Involuntary Servitude,1,0,0,0,1
1039,2017,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
1040,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
1041,2017,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1042,2020,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
1043,2020,NC,North Carolina,South,Involuntary Servitude,2,0,1,0,1
1044,2019,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
1045,2020,NC,North Carolina,South,Commercial Sex Acts,2,0,0,0,1
1046,2020,NC,North Carolina,South,Involuntary Servitude,3,0,0,0,1
1047,2020,SC,South Carolina,South,Involuntary Servitude,1,0,0,0,1
1048,2017,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1049,2018,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
1050,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1051,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1052,2018,ND,North Dakota,Midwest,Commercial Sex Acts,1,0,0,0,1
1053,2017,OR,Oregon,West,Commercial Sex Acts,1,0,0,0,1
1054,2018,WY,Wyoming,West,Commercial Sex Acts,2,0,2,0,1
1055,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1056,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1057,2015,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,0,0,1
1058,2015,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,1,0,1
1059,2015,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1060,2015,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1061,2015,NV,Nevada,West,Commercial Sex Acts,21,0,0,0,1
1062,2015,TX,Texas,South,Commercial Sex Acts,3,0,1,0,1
1063,2015,TX,Texas,South,Involuntary Servitude,11,1,1,0,1
1064,2015,TX,Texas,South,Involuntary Servitude,3,0,0,0,1
1065,2015,TX,Texas,South,Commercial Sex Acts,2,0,2,0,1
1066,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1067,2015,TX,Texas,South,Commercial Sex Acts,3,0,0,0,1
1068,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1069,2015,IL,Illinois,Midwest,Commercial Sex Acts,2,0,0,0,1
1070,2015,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
1071,2015,OH,Ohio,Midwest,Commercial Sex Acts,1,0,0,0,1
1072,2015,TX,Texas,South,Commercial Sex Acts,2,0,1,0,1
1073,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1074,2015,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1075,2015,CO,Colorado,West,Involuntary Servitude,2,0,0,0,1
1076,2015,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
1077,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1078,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1079,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1080,2015,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,2,0,1
1081,2015,MN,Minnesota,Midwest,Commercial Sex Acts,14,0,0,0,1
1082,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1083,2015,MN,Minnesota,Midwest,Commercial Sex Acts,3,0,3,0,1
1084,2015,NV,Nevada,West,Commercial Sex Acts,18,0,5,0,1
1085,2015,NV,Nevada,West,Commercial Sex Acts,1,0,1,0,1
1086,2015,SC,South Carolina,South,Commercial Sex Acts,4,0,2,0,1
1087,2015,SC,South Carolina,South,Involuntary Servitude,1,0,0,0,1
1088,2015,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1089,2015,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1090,2015,WA,Washington,West,Commercial Sex Acts,2,0,1,0,1
1091,2015,CO,Colorado,West,Involuntary Servitude,1,0,0,0,1
1092,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1093,2015,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,1,0,1
1094,2015,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,2,0,1
1095,2015,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1096,2015,NV,Nevada,West,Involuntary Servitude,1,0,0,0,1
1097,2015,NV,Nevada,West,Commercial Sex Acts,16,0,4,0,1
1098,2015,OH,Ohio,Midwest,Commercial Sex Acts,2,0,2,0,1
1099,2015,OK,Oklahoma,South,Commercial Sex Acts,3,0,3,0,1
1100,2015,OK,Oklahoma,South,Commercial Sex Acts,1,0,0,0,1
1101,2016,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
1102,2016,MO,Missouri,Midwest,Commercial Sex Acts,1,0,1,1,1
1103,2016,AK,Alaska,West,Commercial Sex Acts,2,0,2,0,1
1104,2016,AZ,Arizona,West,Commercial Sex Acts,3,0,0,0,1
1105,2016,AZ,Arizona,West,Commercial Sex Acts,1,0,0,0,1
1106,2016,CO,Colorado,West,Commercial Sex Acts,3,0,0,0,1
1107,2016,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
1108,2016,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
1109,2016,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
1110,2016,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
1111,2016,OK,Oklahoma,South,Commercial Sex Acts,1,0,1,0,1
1112,2016,OK,Oklahoma,South,Commercial Sex Acts,4,0,4,1,1
1113,2016,RI,Rhode Island,Northeast,Commercial Sex Acts,1,0,0,0,1
1114,2016,SC,South Carolina,South,Commercial Sex Acts,2,0,0,0,1
1115,2016,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1116,2016,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1117,2016,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1118,2016,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1119,2016,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1120,2017,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
1121,2016,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
1122,2016,MN,Minnesota,Midwest,Commercial Sex Acts,5,0,5,0,1
1123,2016,MN,Minnesota,Midwest,Commercial Sex Acts,7,0,7,0,1
1124,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,1,1
1125,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1126,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
1127,2019,IN,Indiana,Midwest,Involuntary Servitude,3,0,0,0,1
1128,2020,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1129,2020,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1130,2020,CO,Colorado,West,Commercial Sex Acts,7,0,0,0,1
1131,2020,VA,Virginia,South,Commercial Sex Acts,1,0,1,0,1
1132,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1133,2020,MI,Michigan,Midwest,Commercial Sex Acts,3,0,0,0,1
1134,2020,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
1135,2020,WV,West Virginia,South,Commercial Sex Acts,2,0,0,0,1
1136,2020,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
1137,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1138,2019,MS,Mississippi,South,Commercial Sex Acts,1,0,0,0,1
1139,2019,KY,Kentucky,South,Involuntary Servitude,3,0,0,0,1
1140,2018,KY,Kentucky,South,Commercial Sex Acts,1,0,1,0,1
1141,2018,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
1142,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1143,2018,FL,Florida,South,Involuntary Servitude,6,0,0,0,1
1144,2018,FL,Florida,South,Commercial Sex Acts,5,5,1,0,1
1145,2018,TX,Texas,South,Commercial Sex Acts,4,0,2,0,1
1146,2018,TX,Texas,South,Involuntary Servitude,1,1,0,0,1
1147,2018,TX,Texas,South,Commercial Sex Acts,2,1,1,0,1
1148,2017,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
1149,2018,CO,Colorado,West,Commercial Sex Acts,1,0,0,0,1
1150,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
1151,2019,RI,Rhode Island,Northeast,Commercial Sex Acts,1,0,0,0,1
1152,2020,TX,Texas,South,Involuntary Servitude,3,0,3,0,1
1153,2019,NC,North Carolina,South,Involuntary Servitude,1,0,0,0,1
1156,2019,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
1157,2019,MI,Michigan,Midwest,Commercial Sex Acts,6,0,6,0,1
1158,2019,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
1159,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,1,0,1
1160,2017,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1161,2017,TN,Tennessee,South,Commercial Sex Acts,3,0,3,0,1
1162,2018,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1163,2018,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1164,2018,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1165,2018,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1166,2018,TN,Tennessee,South,Commercial Sex Acts,1,0,2,0,1
1167,2018,TN,Tennessee,South,Commercial Sex Acts,4,0,0,0,1
1168,2018,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1169,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,1,0,1
1170,2019,TN,Tennessee,South,Commercial Sex Acts,2,0,1,0,1
1171,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1172,2017,TN,Tennessee,South,Commercial Sex Acts,3,0,1,1,1
1173,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1174,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1175,2019,TN,Tennessee,South,Commercial Sex Acts,2,0,1,0,1
1176,2016,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1177,2016,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,2,0,1
1178,2016,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1179,2016,IN,Indiana,Midwest,Commercial Sex Acts,1,0,1,1,1
1180,2016,KS,Kansas,Midwest,Involuntary Servitude,2,0,1,0,1
1181,2016,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
1182,2016,MN,Minnesota,Midwest,Commercial Sex Acts,5,0,1,0,1
1183,2016,LA,Louisiana,South,Commercial Sex Acts,9,0,6,1,1
1184,2017,CT,Connecticut,Northeast,Commercial Sex Acts,2,0,0,0,1
1185,2016,MN,Minnesota,Midwest,Commercial Sex Acts,9,0,9,0,1
1186,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1187,2016,MD,Maryland,South,Commercial Sex Acts,1,0,1,0,1
1188,2016,IL,Illinois,Midwest,Involuntary Servitude,1,0,0,0,1
1189,2016,MN,Minnesota,Midwest,Commercial Sex Acts,12,0,12,0,1
1190,2016,TX,Texas,South,Involuntary Servitude,2,0,0,0,1
1191,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1192,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,2,0,1
1193,2016,LA,Louisiana,South,Commercial Sex Acts,11,0,10,0,1
1194,2016,MN,Minnesota,Midwest,Commercial Sex Acts,10,0,9,0,1
1195,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1196,2016,WI,Wisconsin,Midwest,Commercial Sex Acts,3,0,0,0,1
1197,2019,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1198,2017,CT,Connecticut,Northeast,Commercial Sex Acts,1,0,0,0,1
1199,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1200,2016,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1201,2016,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1202,2016,TX,Texas,South,Commercial Sex Acts,2,0,2,0,1
1203,2016,TX,Texas,South,Involuntary Servitude,8,0,8,0,1
1204,2016,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1205,2015,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1206,2016,WA,Washington,West,Involuntary Servitude,1,0,1,0,1
1207,2016,WI,Wisconsin,Midwest,Commercial Sex Acts,4,0,0,0,1
1208,2016,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,1,1
1209,2016,WY,Wyoming,West,Commercial Sex Acts,2,0,2,0,1
1210,2015,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1211,2016,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
1212,2016,MO,Missouri,Midwest,Commercial Sex Acts,6,0,6,0,1
1213,2016,AR,Arkansas,South,Commercial Sex Acts,4,0,3,0,1
1214,2016,IL,Illinois,Midwest,Commercial Sex Acts,2,0,0,0,1
1215,2015,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1216,2016,IL,Illinois,Midwest,Commercial Sex Acts,1,0,0,0,1
1217,2016,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
1218,2016,NV,Nevada,West,Commercial Sex Acts,26,1,5,0,1
1219,2015,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1220,2016,LA,Louisiana,South,Commercial Sex Acts,1,0,1,0,1
1221,2016,LA,Louisiana,South,Commercial Sex Acts,16,0,9,0,1
1222,2016,OK,Oklahoma,South,Involuntary Servitude,2,0,2,0,1
1223,2016,OK,Oklahoma,South,Commercial Sex Acts,7,0,6,0,1
1224,2016,SC,South Carolina,South,Commercial Sex Acts,1,0,0,0,1
1225,2016,TN,Tennessee,South,Commercial Sex Acts,3,0,0,0,1
1226,2016,TN,Tennessee,South,Commercial Sex Acts,1,0,1,0,1
1227,2016,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1228,2016,TX,Texas,South,Commercial Sex Acts,1,0,1,1,1
1229,2016,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1230,2016,TX,Texas,South,Involuntary Servitude,20,0,0,0,1
1231,2016,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
1232,2019,KY,Kentucky,South,Involuntary Servitude,16,0,16,0,1
1233,2019,MI,Michigan,Midwest,Commercial Sex Acts,2,0,2,0,1
1234,2020,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1235,2020,VA,Virginia,South,Involuntary Servitude,1,0,0,0,1
1236,2019,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1237,2020,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1238,2020,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1239,2020,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1240,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1241,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1242,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1243,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1244,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1245,2019,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1246,2020,MO,Missouri,Midwest,Commercial Sex Acts,1,0,0,0,1
1247,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1248,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1249,2020,MI,Michigan,Midwest,Commercial Sex Acts,3,0,2,0,1
1250,2020,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1251,2020,MO,Missouri,Midwest,Involuntary Servitude,1,0,1,0,1
1252,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1253,2020,MI,Michigan,Midwest,Involuntary Servitude,1,0,0,0,1
1254,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1255,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1256,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1257,2020,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
1258,2020,NV,Nevada,West,Commercial Sex Acts,1,0,2,0,1
1259,2020,NV,Nevada,West,Commercial Sex Acts,2,0,1,0,1
1260,2020,NV,Nevada,West,Involuntary Servitude,1,0,0,0,1
1261,2020,NV,Nevada,West,Commercial Sex Acts,2,0,1,0,1
1262,2020,NV,Nevada,West,Commercial Sex Acts,3,0,4,0,1
1263,2020,NV,Nevada,West,Commercial Sex Acts,29,0,28,0,1
1264,2020,NV,Nevada,West,Commercial Sex Acts,1,0,1,0,1
1265,2018,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1266,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1267,2018,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1268,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1269,2019,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1270,2019,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1271,2019,TX,Texas,South,Commercial Sex Acts,3,0,0,0,1
1272,2019,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1273,2017,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1274,2020,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1275,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1276,2018,WA,Washington,West,Commercial Sex Acts,2,0,0,0,1
1277,2018,WA,Washington,West,Commercial Sex Acts,1,0,0,0,1
1278,2018,MI,Michigan,Midwest,Commercial Sex Acts,2,0,0,0,1
1279,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1280,2019,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
1281,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1282,2017,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1283,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1284,2019,VA,Virginia,South,Commercial Sex Acts,1,0,1,1,1
1285,2020,VA,Virginia,South,Commercial Sex Acts,2,0,0,0,1
1286,2018,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1287,2019,NC,North Carolina,South,Involuntary Servitude,1,0,0,0,1
1288,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1289,2020,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1290,2020,OH,Ohio,Midwest,Commercial Sex Acts,2,0,0,0,1
1291,2020,NH,New Hampshire,Northeast,Involuntary Servitude,1,0,0,0,1
1292,2019,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
1293,2019,NC,North Carolina,South,Commercial Sex Acts,1,0,0,0,1
1294,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1295,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1296,2019,TX,Texas,South,Commercial Sex Acts,1,0,1,0,1
1297,2019,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1298,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1299,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1300,2019,KY,Kentucky,South,Commercial Sex Acts,1,0,1,0,1
1301,2019,KY,Kentucky,South,Commercial Sex Acts,1,0,0,0,1
1302,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1303,2018,MI,Michigan,Midwest,Commercial Sex Acts,1,0,1,0,1
1304,2017,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1305,2019,VA,Virginia,South,Commercial Sex Acts,4,0,0,0,1
1306,2019,VA,Virginia,South,Commercial Sex Acts,1,0,1,1,1
1307,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1308,2020,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1309,2020,KY,Kentucky,South,Involuntary Servitude,1,0,1,0,1
1310,2019,NH,New Hampshire,Northeast,Commercial Sex Acts,1,0,0,0,1
1311,2020,NH,New Hampshire,Northeast,Commercial Sex Acts,1,0,0,0,1
1312,2019,MI,Michigan,Midwest,Involuntary Servitude,1,0,0,0,1
1313,2019,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1314,2017,KY,Kentucky,South,Involuntary Servitude,1,0,0,0,1
1315,2020,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1316,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,0,0,1
1317,2019,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1318,2018,TX,Texas,South,Commercial Sex Acts,2,0,0,0,1
1319,2019,TX,Texas,South,Commercial Sex Acts,1,0,0,0,1
1320,2020,TX,Texas,South,Involuntary Servitude,1,0,0,0,1
1321,2019,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1322,2019,WV,West Virginia,South,Commercial Sex Acts,2,0,0,0,1
1323,2020,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1324,2018,WA,Washington,West,Commercial Sex Acts,3,0,3,0,1
1325,2018,TX,Texas,South,Commercial Sex Acts,2,0,1,0,1
1326,2020,MN,Minnesota,Midwest,Commercial Sex Acts,1,0,1,0,1
1327,2019,VA,Virginia,South,Commercial Sex Acts,1,0,0,0,1
1328,2017,MT,Montana,West,Commercial Sex Acts,1,0,0,0,1
1329,2019,WV,West Virginia,South,Commercial Sex Acts,1,0,1,0,1
1330,2020,MD,Maryland,South,Involuntary Servitude,1,0,0,0,1
1331,2020,WV,West Virginia,South,Commercial Sex Acts,1,0,0,0,1
1332,2016,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1333,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,1,0,1
1334,2018,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1335,2018,DE,Delaware,South,Commercial Sex Acts,1,0,0,0,1
1336,2017,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1337,2018,MA,Massachusetts,Northeast,Commercial Sex Acts,3,0,0,0,1
1338,2019,GA,Georgia,South,Commercial Sex Acts,1,0,1,0,1
1339,2020,GA,Georgia,South,Commercial Sex Acts,1,0,0,0,1
1340,2020,OH,Ohio,Midwest,Commercial Sex Acts,3,0,0,0,1
1341,2017,MI,Michigan,Midwest,Commercial Sex Acts,1,0,0,0,1
1342,2020,TX,Texas,South,Involuntary Servitude,1,0,1,0,1
1343,2017,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1344,2020,MN,Minnesota,Midwest,Commercial Sex Acts,2,0,0,0,1
1345,2019,TN,Tennessee,South,Commercial Sex Acts,1,0,0,0,1
1346,2019,TN,Tennessee,South,Commercial Sex Acts,2,0,0,0,1
1347,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
1348,2020,WI,Wisconsin,Midwest,Involuntary Servitude,1,0,1,0,1
1349,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,1,0,1
1350,2020,WI,Wisconsin,Midwest,Commercial Sex Acts,1,0,0,0,1
1351,2019,RI,Rhode Island,Northeast,Commercial Sex Acts,1,0,0,0,1
1352,2019,VT,Vermont,Northeast,Commercial Sex Acts,1,0,0,0,1
